Pertanyaan;Jawaban
Apa yang dilakukan Komcad selama tidak aktif?;Selama Komponen Cadangan tidak aktif, Perlengkapan dan peralatan lapangan dan seragam mereka harus disimpan di kesatuan masing-masing, tidak diperbolehkan menyimpan senjata api mereka dan diharapkan dipanggil kembali untuk tugas aktif setiap saat.
Siapa yang melakukan rekrutmen Komcad?;Semua proses rekrutmen dilakukan oleh panitia daerah, dan diawasi oleh panitia pusat. Proses rekrutmen akan menyeleksi rekrutan berdasarkan kesehatan (jasmani dan mental) dan kebugaran fisik, serta berdasarkan penelitian personel (Litpers) dan administrasi. Para rekrutan juga diseleksi berdasarkan kompetensinya mengenai pengetahuan umum, psikotes, dan wawancara.
Persyaratan Komcad Matra Udara;Persyaratan: Pria, setia NKRI, Pancasila dan UUD 1945, USia 18-36 Tahun, pendidikan S1, SMA Sederajat, SMP, Sehat Jasmani, Mengikuti Seleksi (Kes, Jas, Litpers, Adm).
Apa saja kedudukan tiap-tiap satuan pendidikan?;Satuan Pendidikan Komcad Matra Darat di Rindam seluruh Indonesia, Satuan Pendidikan Komcad Matra Laut di Kodikmar, Kodiklatal Surabaya, Satuan Pendidikan Komcad Matra Udara di Wing Pendidikan 800/Kopasgat, Lanud Sulaiman, Bandung, Satuan Pendidikan Komcad Kadet Mahasiswa Universitas Pertahanan di Akmil, Magelang.
Apa yang terjadi setelah siswa berhasil menyelesaikan latihan dasar militer?;Siswa yang berhasil menyelesaikan latihan dasar militer, mereka kemudian akan dilantik sebagai anggota TNI KC. Mereka akan menerima pangkat militer, meskipun hanya berlaku selama masa aktif mereka (Masa aktif), dan juga akan menerima Nomor Induk Komponen cadangan (NIKC).
Ada berapa Komcad?;Komcad sendiri terbagi menjadi empat, yaitu Komcad sumber daya manusia (SDM), Komcad sumber daya alam, Komcad sumber daya buatan dan Komcad sarana dan prasarana.
Apa itu Komcad sumber daya manusia (SDM)?;Komcad aspek SDM adalah warga negara nirmiliter/sipil yang memenuhi syarat dilatih dasar kemiliteran dan diorganisir dengan status tetap sipil. Pada saat digunakan melalui mobilisasi baru berubah menjadi kombatan/milter.
Apa itu Komcad sumber daya alam?;Komponen cadangan adalah Sumber Daya Nasional yang telah disiapkan untuk dikerahkan melalui mobilisasi guna memperbesar dan memperkuat kekuatan dan kemampuan Komponen Utama.
Apa itu Komcad saran dan prasarana?;Komcad sarana dan prasarana merupakan salah satu wadah dan bentuk keikutsertaan Warga Negara serta Sarana dan Prasarana Nasional dalam usaha Pertahanan Negara.
Komcad itu TNI apa bukan?;Komponen Cadangan Tentara Nasional Indonesia, disingkat Komcad TNI adalah pasukan cadangan militer Indonesia, yang berkedudukan langsung di bawah Markas Besar Tentara Nasional Indonesia dan Kementerian Pertahanan Republik Indonesia
Komcad dibawah siapa?;Komcad tidak berdiri sendiri, tetapi bergabung dengan Komponen Utama yang komando dan kendalinya berada dibawah Panglima TNI sehingga tidak ada anggota Komcad yang melakukan kegiatan mandiri.
Apakah ada bekas operasi bisa masuk TNI?;Selama bekas luka tidak mengganggu maka diizinkan masuk TNI. Kalau bekas luka adalah jahitan panjang dekat kelopak mata sehingga agak / sedikit tertutup → dianggap berpotensi mengganggu peforma. Maka tidak bisa masuk. Bekas luka seperti bekas patah tulang sehingga sendi kaku juga dianggap menggangu.
Apa itu tentara aktif?;Jumlah pasukan militer yang aktif, mereka ini adalah tentara yang betul-betul aktif dan memang bekerja di kemiliteran. Jumlah pasukan cadangan, mereka hanya dibutuhkan ketika ada mobilisasi pasukan darurat
Hak menjadi Komcad?;Anggota Komcad memiliki sejumlah hak yang melekat pada dirinya, meliputi: Uang saku selama menjalani pelatihan, Tunjangan operasi pada saat mobilisasi, Perawatan kesehatan, Pelindungan jaminan kecelakaan kerja dan jaminan keahlian, Pengharagaan.
Komcad terbagi menjadi berapa?;Komcad sendiri terbagi menjadi empat, yaitu Komcad sumber daya manusia (SDM), Komcad sumber daya alam, Komcad sumber daya buatan dan Komcad sarana dan prasarana. Semuanya dipersiapkan untuk bisa dimanfaatkan ketika negara dalam kondisi darurat militer atau bencana alam. Mobilisasi Komcad hanya bisa dilakukan oleh Presiden atas persetujuan DPR RI untuk kepentingan pertahanan negara.
Pemilihan anggota komcad?;Komcad adalah program sukarela bagi warga negara Indonesia dalam mendukung usaha pertahanan negara. Untuk menjadi anggota, para calon komcad harus memenuhi persyaratan dan mengikuti seleksi pembentukan. Namun, Komcad tidak hanya terdiri dari warga negara yang telah terpilih. Mengacu pada UU Nomor 23 Tahun 2019, Komcad terdiri atas: warga negara, sumber daya alam, sumber daya buatan, dan sarana dan prasarana nasional.
Penggunaan Komcad untuk operasi militer adalah keputusan siapa?;Pengunaan Komcad dalam suatu operasi militer wajib melalui keputusan politik pemerintah, yaitu Presiden dengan persetujuan DPR.
Apakah Komcad berdiri sendiri?;Komcad tidak berdiri sendiri, tetapi bergabung dengan Komponen Utama yang komando dan kendalinya berada dibawah Panglima TNI sehingga tidak ada anggota Komcad yang melakukan kegiatan mandiri. Penggunaan Komcad adalah alternatif terakhir, apabila Komponen Utama perlu tambahan tenaga pengganti.
Apa dasar hukum pembentukan SDM Komcad?;UU PSDN yang menjadi dasar hukum pembentukan SDM Komcad mengamanatkan penerimaan Komcad dilakukan atas dasar sukarela tanpa ada paksaan.
Apakah UU PSDN memaksa warga negara untuk ikut Komcad?;UU PSDN juga tidak mengabaikan prinsip conscientious objection (hak menolak warga atas dasar keyakinannya), karena konteks pada Pasal 18, 66, 77, 78, dan 79 diterapkan pada mereka yang telah mengikuti/terikat pada status sebagai Komcad, yang pada dasarnya bersifat sukarela dan tidak dipaksa.
Apa yang di maksud pengerahan Komcad?;Secara umum, tugas Komcad adalah memperkuat kekuatan dan kemampuan komponen utama dalam menghadapi ancaman militer dan ancaman hibrida. Pengerahan Komcad dilakukan berdasarkan komando Panglima TNI untuk memperbesar dan memperkuat komponen utama dalam keadaan perang atau darurat perang. Sesuai dengan Peraturan Pemerintah Nomor 3 Tahun 2021 tentang Peraturan Pelaksanaan UU Nomor 23 Tahun 2019, perintah mobilisasi ini harus disampaikan setelah Presiden menyatakan mobilisasi dan disetujui oleh DPR.
Apakah Komcad membuat pemborosan SDM militer?;Keberadaan Komcad justru memungkinkan penghematan belanja SDM militer di masa damai agar prajurit dapat sejahtera dan Alutsista dapat dimodernisasi.
Kapan Komcad di gunakan?;Komcad adalah sumber daya nasional yang disiapkan untuk memperbesar dan memperkuat kekuatan dan kemampuan komponen utama pertahanan negara, yaitu Tentara Nasional Indonesia (TNI). Pembentukan Komcad diamanatkan oleh UU Nomor 23 Tahun 2019 tentang Pengelolaan Sumber Daya Nasional untuk Pertahanan Negara.
Pentingnya Komcad bagi Indonesia?;Komcad merupakan bentuk imlementasi dari doktrin pertahanan yang diwarisi oleh para pendiri bangsa, yakni Sistem Pertahanan Keamanan Rakyat Semesta (Sishankamrata). Ini merupakan sistem pertahanan yang dianut Indonesia dalam menjaga kedaulatan negara dari berbagai ancaman. Pembentukan Komcad sendiri diamanatkan oleh UU Nomor 23 Tahun 2019 tentang Pengelolaan Sumber Daya Nasional untuk Pertahanan Negara.
Kenapa Komcad dapat menghemat belanja SDM militer?;ini karena pada masa tidak aktif, Komcad kembali kepada profesi dan aktivitas mereka sebagai warga sipil sehingga negara tidak perlu mengeluarkan biaya rutin untuk kesejahteraan mereka. Negara hanya perlu mengeluarkan anggaran selama anggota Komcad mengikuti latihan dasar kemiliteran selama tiga bulan dan latihan penyegaran untuk memelihara keterampilan mereka.
Kenapa kita mempersiapkan kekuatan pertahanan?;Mempersiapkan kekuatan pertahanan adalah sebuah keniscayaan bagi bangsa yang menginginkan perdamaian, karena dengan pertahanan yang kuat maka akan menjadi efek gentar (deterrence effect) yang ampuh untuk menahan keinginan negara lain melakukan konfrontasi.
Anggaran untuk Komcad?;"Keberadaan Komcad diklaim dapat menghemat anggaran pertahanan negara. Di tengah keterbatasan anggaran, keberadaan Komcad justru disebut dapat meringankan beban pemerintah dalam membangun sistem pertahanan negara. Hal ini dikarenakan pada masa tidak aktif, Komcad kembali pada profesi dan aktivitas mereka sebagai warga sipil sehingga negara tidak perlu mengeluarkan biaya rutin untuk kesejahteraan mereka. Negara hanya perlu mengeluarkan anggaran selama anggota Komcad mengikuti latihan dasar kemiliteran selama tiga bulan dan latihan penyegaran untuk memelihara keterampilan mereka. Selain anggaran latihan, negara juga akan memberikan sejumlah hak kepada anggota Komcad, yakni uang saku selama pelatihan dan perawatan kesehatan, serta perlindungan jaminan kecelakaan kerja dan jaminan kematian saat mengikuti penyegaran.
"
Berapa jumlah Komcad Matra Laut?;Maka sejak 2021 sampai dengan 2023, jumlah Komcad yang sudah ditetapkan sebanyak 8.574 orang. Dari 2.497 orang di 2023 sendiri terdiri dari Komcad Matra Laut sebanyak 500 orang (450 pria dan 50 wanita), Matra Udara sebanyak 500 orang pria, dan Matra Darat sebanyak 1.497 orang.
Ada alasan mendasar dari pembentukan Komcad?;Alasan mendasar dari pembentukan Komcad adalah bahwa pertahanan merupakan upaya semesta dengan menggunakan potensi dan sumber daya nasional untuk tujuan pertahanan.
Doktrin pertahanan apa yang diwarisi oleh para pendiri bangsa?;Doktrin Pertahanan yang diwarisi oleh para pendiri bangsa adalah Pertahanan Rakyat Semesta.
Apa bentuk implementasi doktrin Pertahanan Rakyat Semesta?;Doktrin ini perlu diimplementasikan dan Komcad adalah salah satu implementasinya.
UU apa yang mengamanatkan Sumber Daya Nasional untuk pertahanan negara?;UU No. 23 Tahun 2019 Tentang Pengelolaan Sumber Daya Nasional untuk Pertahanan Negara.
Apakah ada potensi pengambilalihan sumber daya alam, sumber daya buatan dan sarana dan prasarana lain milik warga negara secara sewenang-wenang oleh negara?;dalam UU Nomor 23 tahun 2019 tidak satupun pasal yang menjelaskan secara eksplisit terkait potensi pengambilalihan sumber daya alam, sumber daya buatan dan sarana dan prasarana lain milik warga negara secara sewenang-wenang oleh negara.
Apakah Komcad ada Batalyon?;Menteri Pertahanan Prabowo Subianto mengungkapkan bahwa Komponen Cadangan (Komcad) TNI kini sudah terdiri dari 18 batalion yang siap diturunkan sewaktu-waktu dalam mempertahankan negara
Lalu UU No. 23 Tahun 2019 mengatur apa?;UU ini mengatur alasan, waktu dan batasan pengerahan dan pemanfaatan komponen pendukung dan komponen cadangan, yang tidak dapat ditafsirkan di luar yang dimaksud UU ini.
Apa tanggapan Kementerian Pertahanan?;"Kementerian Pertahanan (Kemhan) menyebut kekhawatiran penyalahgunaan Komcad dalam suatu operasi yang dapat menimbulkan konflik horizontal ""kurang relevan""."
Anggota Komcad wajib memperbarui data pribadi?;Setiap anggota Komcad wajib memperbarui data pribadi penting dalam Sisinfo Sumdahan apabila ada perubahan misalnya domisili, pekerjaan, status, atau informasi penting lainnya sehingga akan memudahkan untuk pengawasan.
Kenapa setelah satu tahun Latsarmil para anggota dipanggil kembali?;Satu tahun setelah Latihan Dasar Kemiliteran (Latsarmil) para anggota Komcad akan dipanggil Kembali untuk mengikuti pelatihan penyegaran, sekaligus sebagai monitoring dan update data.
Pengawasan secara berlanjut untuk apa?;Pengawasan yang secara berjenjang dan berlanjut tersebut merupakan bentuk upaya antisipasi untuk mencegah dampak negatif yang mungkin timbul.
Apa yang dimaksud dengan komponen pendukung?;Komponen Pendukung adalah Sumber Daya Nasional yang dapat digunakan untuk meningkatkan kekuatan dan kemampuan Komponen Utama dan Komponen Cadangan.
Kapan pendaftaran komcad matra laut 2023?;Seleksi pusat penerimaan Komponen Cadangan (Komcad) Matra Laut telah berlangsung sejak tanggal 25 April 2023 yang lalu, dan diagendakan berlangsung hingga tanggal 5 Mei 2023 mendatang.
Kapan pendidikan Komcad 2023?;Menteri Pertahanan Prabowo Subianto mewakili Presiden Joko Widodo, memimpin Upacara Penetapan 2.497 Komponen Cadangan (Komcad) Tahun 2023, di Pusdiklatpassus Kopassus, Batujajar, Bandung, Jawa Barat, Jumat (11/9).
Apa dasar hukum dibentuknya komponen cadangan?;Komponen Cadangan adalah salah satu program sukarela (tidak wajib) yang diamanatkan oleh
Komcad sampai umur berapa?;Syarat umur, batas minimum untuk menjadi KOMCAD adalah 18 tahun dan maksimal 35 tahun dengan masa pengabdian hingga 48 tahun.
Apa yang dimaksud dengan komponen pendukung?;Komponen Pendukung adalah Sumber Daya Nasional yang dapat digunakan untuk meningkatkan kekuatan dan kemampuan Komponen Utama dan Komponen Cadangan.
Tes Komcad dimana?;Pendidikan Komcad Angkatan Udara bakal dilaksanakan di Wingdik 800/PASGAT di Bandung, Jawa Barat
Apakah komcad adakah wajib militer?;Bukan. Komponen Cadangan (Komcad) bukan wajib militer. Komponen Cadangan adalah salah satu program sukarela (tidak wajib) yang diamanatkan oleh UU No. 23 Tahun 2019 Tentang Pengelolaan Sumber Daya Nasional untuk Pertahanan Negara
Lantas apasih sebenernya komcad?;Merujuk UU No. 23 Tahun 2019 tentang Pengelolaan Sumber Daya Nasional Untuk Pertahanan Negara Komponen Cadangan adalah sumber daya nasional yang telah disiapkan untuk dikerahkan melalui mobilisasi guna memperbesar dan memperkuat kekuatan komponen utama, yaitu TNI. Nah, Komcad sendiri terbagi menjadi empat, yaitu Komcad sumber daya manusia (SDM), Komcad sumber daya alam, Komcad sumber daya buatan dan Komcad sarana dan prasarana. Semuanya dipersiapkan untuk bisa dimanfaatkan ketika negara dalam kondisi darurat militer atau bencana alam. Mobilisasi Komcad hanya bisa dilakukan oleh Presiden atas persetujuan DPR RI untuk kepentingan pertahanan negara
Apa Urgensi Komcad?;Doktrin Pertahanan yang diwarisi oleh para pendiri bangsa adalah Pertahanan Rakyat Semesta. Doktrin ini perlu diimplementasikan dan Komcad adalah salah satu implementasinya. Selama ini, di atas kertas, Indonesia kita disebut memiliki Komcad, namun sejatinya belum dan diorganisir dengan baik dan benar. Nah, melalui amanat UU No.23 Tahun 2019, Pemerintah mulai mengorganisir dan mengimplementasikan doktrin pertahanan rakyat semesta tersebut dengan konkret.
Kenapa Tidak Memperkuat Alutsista dan Profesionalisme Prajurit TNI Saja?;Memperkuat dan melakukan modernisasi Alutsista dan profesionalisme prajurit TNI terus dilakukan oleh Kementerian Pertahanan dan TNI. Namun penyiapan Komcad untuk pertahanan adalah hal lain yang diamanatkan UU. Keduanya memiliki tujuan yang sama, yaitu memperbesar dan memperkuat kekuatan komponen utama yakni TNI. Komcad menjadi paket lengkap penguatan pertahanan negara bersamaan dengan upaya memperkuat alutsista, karena ketika ancaman perang berlarut datang atau bencana alam besar datang, Komponen Utama (TNI) sangat membutuhkan sokongan dari sumber daya manusia yang sudah terlatih dan terorganisir dengan baik.
Siapa saja yang bisa Mendaftar Komcad?;Setiap warga negara yang berusia 18-35 tahun, dengan latar belakang apa saja yang memenuhi persyaratan bisa secara sukarela mendaftar menjadi anggota Komcad. Namun, tentu setelah mendaftar harus lulus seleksi ketat yang dilaksanakan oleh TNI.
;
Anggota Komcad yang terlatih bisa menjadi preman dan ancaman untuk masyarakat umum?;Anggota Komcad ketika tidak dimobilisasi atau tidak dalam masa pelatihan terikat dengan aturan hukum positif yang berlaku untuk warga sipil. Kekhawatiran terkait hal tersebut bisa dimaklumi, namun Komcad sendiri sejak proses rekruitmen sudah melalui rangkaian tes yang ketat yang dilaksanakan oleh TNI, mulai dari tes psikologi, profiling dan lain – lain. Selain itu, ada penerapan sistem pengawasan yang ketat pula ketika mereka sudah menjadi anggota Komcad guna mecegah hal tersebut.
Ada Ancaman Militerisme dan Pelanggaran HAM pada pembentukan Komcad?;Komcad bukan upaya memaksa warga sipil agar berlaku militeristik karena tidak ada kewajiban bagi warga negara Indonesia untuk ikut Komcad. Dengan demikian, tidak ada pelanggaran HAM dalam pembentukannya. Bahkan, Komcad adalah implementasi nilai-nilai demokrasi itu sendiri, di mana warga negara bebas memilih jalan dan cara pengabdian dan partisipasinya dalam bela negara. Bisa lewat profesinya masing-masing, dan bisa juga dengan menjadi Komcad.
Komcad ini kok terkesan tiba-tiba?;Tidak. Perencanaan Komcad sudah diamanatkan oleh UU No. 23 Tahun 2019 yang sudah melalui proses perencanaan,Komcad bukan program bimsalabim. Komcad adalah amanat UU, serta amanat pendiri bangsaterkait dengan doktrin pertahanan rakyat semesta.
Apakah pembentukan UU Nomor 23 Tahun 2019 tentang Pengelolaan Sumber Daya Nasional (UU PSDN) dilakukan secara terburu-buru?;Dalam UU PSDN ini, negara menjalankan amanah UUD 1945 khususnya Pasal 30 yaitu memberikan hak dan kewajiban warga negara untuk ikut serta dalam usaha pertahanan negara. Usaha pertahanan negara tersebut dilaksanakan oleh TNI sebagai kekuatan utama dan rakyat sebagai kekuatan pendukung. Keikutsertaan rakyat sebagai kekuatan pendukung sendiri sesuai dengan Pasal 30 UUD 45 ayat 5, perlu diatur dengan UU. Maka lahirlah UU PSDN pada 2019. Dengan rakyat sebagai kekuatan pendukung inilah, maka rakyat diberikan hak untuk menjadi Komcad atau Komponen Pendukung dan berkewajiban bersama-sama dengan TNI sebagai kekuatan utama, mempertahanakan kedaulatan negara.
Apa beda baret merah dan hijau?;Satuan tempur terbesar Angkatan Darat yaitu Kostrad (Komando Cadangan Strategi Angkatan Darat) juga menggunakan baret berwarna hijau. Baret TNI yang cukup dikenal luas adalah baret merah yang dikenakan Komando Pasukan Khusus (Kopassus).
Apa bedanya baret biru dan merah?;Dijelaskan bahwa baret ungu digunakan oleh Korps Marinir. Sementara itu, baret merah maroon digunakan oleh Komando Pasukan Katak atau Kopaska. Berikutnya, baret biru digunakan oleh prajurit TNI AL yang berdinas di satuan lainnya atau di Kapal Republik Indonesia (KRI).
Jelaskan apa yang dimaksud dengan pertahanan negara?;Pertahanan negara adalah segala usaha untuk menegakkan kedaulatan negara, keutuhan wilayah Negara Kesatuan Republik Indonesia, dan keselamatan segenap bangsa. Usaha pertahanan negara tersebut dilakukan dengan mempertimbangkan adanya dinamika bentuk ancaman yang dihadapi
Apa saja bentuk pertahanan negara?;Pertahanan negara meliputi dua jenis pertahanan, yaitu pertahanan militer dan pertahanan nonmiliter.
Kenapa baret tentara miring ke kiri?;Arah miring baret yang digunakan personel TNI, Polri bahkan Pramuka sekalipun bahwa itu menandakan tugas yang dimilikinya. Baret yang dikenakan dengan miring ke kiri adalah baret dari pasukan yang bertugas sebagai pelindung keamanan dan penegakkan hukum di internal di kesatuan masing-masing.
Sistem pertahanan negara disiapkan untuk menghadapi ancaman apa?;Sistem pertahanan negara dalam menghadapi ancaman militer menempatkan Tentara Nasional Indonesia (TNI) sebagai komponen utama dengan didukung oleh komponen cadangan dan komponen pendukung.
opi tentara disebut apa?;Baret menjadi salah satu kebanggaan pasukan TNI, pasalnya baret tersebut tidak didapatkan dengan mudah. Tes-tes berat yang menguji mental serta fisik menanti calon-calon prajurit yang mengikuti seleksi.
Setiap anggota masyarakat yang tidak memenuhi panggilan untuk menjadi Komponen Cadangan terancam hukuman pidana, yang tentunya menyalahi prinsip conscientious objection (hak untuk menolak atas dasar keyakinannya) dalam Norma HAM Internasional, Jelaskan!;UU PSDN juga tidak mengabaikan prinsip conscientious objection (hak menolak warga atas dasar keyakinannya), karena konteks pada Pasal 18, 66, 77, 78, dan 79 diterapkan pada mereka yang telah mengikuti/terikat pada status sebagai Komcad, yang pada dasarnya bersifat sukarela dan tidak dipaksa. Artinya tidak ada prinsip yang dilanggar bagi mereka yang menyatakan kesukarelaan, berbeda dengan wajib militer. Hubungan kontraktual membawa konsekuensi kewajiban hukum bagi para pihak yang terlibat di dalamnya.
Apakah pembentukan Komponen Cadangan akan menjadi beban baru bagi anggaran sektor pertahanan yang saat ini jumlahnya masih terbatas?;Pembentukan Komcad tidak menjadi beban baru bagi anggaran sektor pertahanan. Justru di tengah keterbatasan anggaran, keberadaan Komcad ini dapat meringankan beban Pemerintah dalam membangun sistem pertahanan negara.
Baret ungu kesatuan apa?;Ciri khas Korps Marinir TNI Angkatan Laut (AL) adalah baret berwarna ungu
Apa saja tugas Kostrad?;Kostrad bertugas pokok membina kesiapan operasional atas segenap jajaran Komandonya dan menyelenggarakan Operasi Pertahanan Keamanan tingkat strategis sesuai dengan kebijaksanaan Panglima TNI.
Apa peran TNI dalam sistem pertahanan dan keamanan rakyat semesta?;Sebagai alat pertahanan TNI bertugas melaksanakan kebijakan pertahanan negara untuk menegakkan kedaulatan negara, mempertahankan keutuhan wilayah, dan melindungi keselamatan bangsa, menjalankan operasi militer untuk perang dan operasi militer selain perang, serta ikut secara aktif dalam tugas pemeliharaan perdamaian ...
Apakah Komcad bisa naik pangkat?;Apakah Komcad ada pangkat? Untuk kepangkatan Komcad akan hanya ada saat mereka bertugas sebagai Komcad. Namun, sebagai warga negara sipil, Komcad tidak berpangkat.
Bagaimana sifat pertahanan dan keamanan negara?;Ketahanan nasional memiliki sifat sifat yaitu sifat manunggal, sifat mawas ke dalam, sifat berwibawa, sifat berubah menurut waktu, sifat tidak membenarkan sikap adu kekuasaan dan kekuatan.
Di mana terdapat strategi pertahanan keamanan bangsa Indonesia di atur?;Pasal 30 ayat (1) UUD 1945. menyatakan: “tiap-tiap warga negara berhak dan wajib ikut serta dalam usaha pertahanan dan keamanan negara.”
Baret Orange TNI apa?;Kopaskat dimiliki oleh TNI AU. Ciri khas pasukan khusus ini yaitu menggunakan baret warna jingga. Pasukan ini merupakan pasukan tempur untuk kebutuhan matra udara.
Baret merah TNI apa?;Baret TNI yang cukup dikenal luas adalah baret merah yang dikenakan Komando Pasukan Khusus (Kopassus). Baret Kopassus berwarna merah darah dengan emblem Tribhuana Candraca Satya Dharma. Komando Pasukan Katak (Kopaska) yang juga merupakan satuan khusus milik TNI AL turut mengenakan baret berwarna merah tua
Baret Raider warna apa?;Baret hijau adalah baret yang dipakai di lingkungan Markas Besar TNI AD, Markas Kodam, serta satuan teritorial Kodim dan Koramil
Apa saja lima dasar sistem pertahanan negara?;Nilai Dasar Bela Negara adalah Cinta Tanah Air, sadar berbangsa dan bernegara, setia pada Pancasila sebagai Ideologi Negara, Rela Berkorban untuk Bangsa dan Negara dan Kemampuan Awal Bela Negara.
Apa saja materi yang diberikan dalam pendidikan atau pelatihan Komcad?;Program pendidikan pelatihan dasar kemiliteran Komcad dilaksanakan selama 3 bulan (600 jam pelajaran). Adapun tempat pelaksanaan pendidikan adalah Lembaga Pendidikan TNI Angkatan Darat, TNI Angkatan Laut, dan TNI Angkatan Udara. Sesuai Permenhan nomor 4 tahun 2021 tentang Kurikulum Pelatihan Dasar Kemiliteran Komcad, sasaran yang ingin dicapai adalah:
Apa saja hak dan kewajiban anggota Komponen Cadangan?;Sesuai UU No 23 tahun 2019 tentang Pengelolaan Sumber Daya Nasional untuk Pertahanan Negara, anggota Komcad memiliki sejumlah hak dan kewajiban. Dalam pasal 41 disebutkan anggota Komcad memiliki kewajiban:
Apakah Komcad ada pangkat?;Untuk kepangkatan Komcad akan hanya ada saat mereka bertugas sebagai Komcad. Namun, sebagai warga negara sipil, Komcad tidak berpangkat. Sesuai PP No 3 Tahun 2021 Pasal 58 Komponen Cadangan yang telah dilantik akan diberikan pangkat mengacu pada penggolongan pangkat Tentara Nasional Indonesia. Pangkat tersebut digunakan ketika anggota Komponen Cadangan berada pada masa aktif.
Apa yang membedakan Komponen Cadangan dan wajib militer?;Berbeda dengan wajib militer. Mereka yang dipanggil dalam program wajib militer setelah dididik dan dilatih mendapat penugasan sebagai anggota militer dalam kurun waktu tertentu, misalnya setahun atau dua tahun. Mereka berstatus sebagai anggota militer aktif selama masa dinas wajib militer tersebut. Setelah itu, mereka bisa memilih untuk kembali kepada profesi masing – masing sebagai warga sipil atau melanjutkan berdinas di militer.
Bagaimana setelah selesai pelatihan?;Setelah selesai pelatihan dan dinyatakan lulus, mereka  akan ditetapkan secara resmi sebagai anggota Komcad dan bisa kembali ke profesi awalnya sebagai warga negara sipil. Seluruh atribut kemiliteran yang digunakan untuk latihan, termasuk senjata, dikembalikan ke lembaga pendidikan militer masing-masing sesuai dengan Peraturan Pemerintah No. 3/2021.
Apa pangkat tertinggi Komcad?;Selamat memahami ketika Menteri Pertahanan Prabowo Subianto memberikan penghargaan kepada Deddy sebagai duta Komponen Cadangan (Komcad) pada Oktober 2021. Ia menambahkan, Komcad berbeda dengan pangkat tituler. “Pangkat tertinggi Komcad itu hanya kapten.
Komcad matra darat selama tidak aktif siapa yang mengawasi?;Komcad matra darat yang baru saja di tetapkan misalnya, selama masa tidak aktif, mereka di bawah pengawasan TNI AD secara berjenjang dari Pusat Teritorial Angkatan Darat (Pusterad) ke bawah yaitu staf teritorial di Kodam, Korem, Kodim sampai dengan Koramil.
Apa nama sistem pengawasan dari Kemhan?;Kemhan memiliki Sistem Informasi Sumber Daya Pertahanan (Sisinfo Sumdahan) yang di antaranya digunakan sebagai pusat data pengelolaan anggota Komcad.
;
UU mana yang memerintahkan pembentukan Komcad?;UU RI Nomor 3 Tahun 2002 tentang Pertahanan Negara, UU RI Nomor 34 Tahun 2004 tentang TNI, UU RI Nomor 23 Tahun 2019 tentang PSDN
Berapa komponen pertahanan negara?;pertahanan negara terdiri dari tiga komponen, yaitu Komponen Utama, Komponen Cadangan, dan Komponen Pendukung.
Penyelenggaraan Pertahanan Negara berpedoman pada apa?;Penyelenggaraan Pertahanan Negara berpedoman pada sistem pertahanan dan keamanan rakyat semesta (Sishankamrata) dengan melibatkan seluruh warga negara, wilayah, dan sumber daya nasional lainnya. Pemerintah mengemban amanat untuk mempersiapkan Sishankamrata dipersiapkan secara dini dan diselenggarakan secara total, terpadu, terarah, dan berlanjut untuk menegakkan kedaulatan negara, keutuhan wilayah, dan keselamatan segenap bangsa dari segala ancaman dengan memperhatikan aspek perkembangan lingkungan strategis.
Apakah Komcad dapat gaji bulanan?;Mereka juga tetap menerima tunjangan kinerja atau tunjangan jabatan seperti saat menjalankan tugas kedinasan di instansinya.
Apa yang dimaksud komponen cadangan dan komponen utama?;Komponen utama mengacu pada Tentara Nasional Indonesia sebagai kekuatan utama. Komponen cadangan mengacu pada warga negara dan sumber daya dan Sarana dan Prasarana Nasional, yang siap dikerahkan setiap saat untuk membantu Komponen Utama.
Pembentukan Komcad apakah memperbesar Komponen Utama (TNI)?;Komcad memungkinkan memperbesar dan memperkuat Komponen Utama (TNI) secara efisien tanpa harus memperbesar kekuatan TNI yang membutuhkan anggaran jauh lebih besar. Praktik semacam ini juga dilakukan oleh negara – negara yang memiliki anggaran serta kekuatan militer yang besar seperti AS, China, Rusia, dan India.
Baret Hitam kesatuan apa?;aret hitam dimiliki oleh pasukan Kavaleri dengan lambang berupa Pusat Kesenjataan Kavaleri (Pusenkav) yaitu Tri Daya Cakti, dengan emblem latar belakang pedang dan tombak yang bersilang, ditambah tapal kuda di atasnya.
Baret Coklat TNI kesatuan apa?;Korps Artileri Medan (ARM): adalah kesatuan senjata berat. Juga merupakan Banpur seperti halnya Kavaleri. Fungsi utamanya adalah bantuan tempur darat dalam misi membantu pasukan Infanteri. Satuan ini dapat dibedakan dari Warna Baretnya Coklat.
Sampai umur berapa kemampuan anggota Komcad dijaga?;Kemampuan anggota Komcad harus selalu dijaga sampai masa baktinya pada usia 48 tahun.
Apa perbedaan antara bela negara secara fisik dan non fisik?;Pembelaan negara secara fisik diantaranya dengan cara perjuangan mengangkat senjata apabila ada serangan dari negara asing terhadap kedaulatan bangsa. Sementara, pembelaan negara secara non fisik diartikan sebagai semua usaha untuk menjaga bangsa serta kedaulatan negara melalui proses peningkatan nasionalisme.
Bagaimana sifat pertahanan dan keamanan negara?;sifat manunggal, sifat mawas ke dalam, sifat berwibawa, sifat berubah menurut waktu, sifat tidak membenarkan sikap adu kekuasaan dan kekuatan.
